year,age_gp,sex,race,edclass,tmort,lvdcmort,hlvdcmort,dmmort,ihdmort,istrmort,hyphdmort,audmort,uijmort,mvaccmort,ijmort,restmort
2011,75,2,"3-Hisp","LEHS",6132.728,133,18.7,406.0869,926.6938,61.89706,83.88298,0,81.46875,21.84,4,4394.708
2011,75,2,"3-Hisp","SomeC",652.0252,8,2.2,41.62391,77.99417,5.073529,8.085107,0,8.25,0,0,500.9617
2011,75,2,"3-Hisp","College",376.2473,2,1.1,19.28913,51.31195,2.029412,3.031915,0,9.28125,4.16,1,283.3308
2011,75,2,"4-Others","LEHS",2669.847,25.625,13.86667,154.215,399.0574,38.45098,30.69767,1,64.03658,13,11.66667,1919.453
2011,75,2,"4-Others","SomeC",499.479,13.325,1.066667,24.84,72.35656,6.235294,4.093023,0,15.19512,5,1.166667,356.1118
2011,75,2,"4-Others","College",564.6742,2.05,1.066667,27.945,63.58607,8.313725,9.209302,0,9.768292,6,1.166667,434.4355
2011,80,1,"1-WNH","LEHS",248133.8,757.3244,42.57692,5929.219,48107.66,1990.664,2184.056,138.3458,5679.244,782.6794,1058.795,181463.4
2011,80,1,"1-WNH","SomeC",58734.05,185.5088,14.53846,1326.072,11166.34,475.8074,524.3772,31.68224,1455.643,150.8288,242.3869,43160.77
2011,80,1,"1-WNH","College",89120.11,273.1668,23.88461,1743.709,16312.99,763.5285,814.5665,55.97196,2408.113,239.4917,344.8182,66139.86
2011,80,1,"2-BNH","LEHS",23194.66,39.61702,11,925.1101,3940.805,216.1446,410.6131,16.875,283.8489,56.71875,21,17273.54
2011,80,1,"2-BNH","SomeC",2790.788,7.297873,2,104.9844,477.6733,21.92771,42.11417,1.125,47.13736,3.09375,7,2075.978
2011,80,1,"2-BNH","College",2479.548,2.085106,0,102.9055,419.5218,21.92771,45.27273,0,42.01374,6.1875,2,1837.479
2011,80,1,"3-Hisp","LEHS",16351.99,137.4805,8,760.5953,3184.125,176.0714,200.7773,9,299.7037,49.06667,33.71739,11493.58
2011,80,1,"3-Hisp","SomeC",1622.914,9.233767,1,61.22118,303.7419,14.5,21.73362,0,24.88889,11.73333,4.086957,1170.92
2011,80,1,"3-Hisp","College",1788.096,11.28571,2,60.18353,347.1336,12.42857,14.48908,1,39.40741,3.2,9.195652,1287.496
2011,80,1,"4-Others","LEHS",7151.097,24,9,269.5672,1262.609,108.8962,82.37762,6.857143,189.9663,26.74419,19.26667,5151.111
2011,80,1,"4-Others","SomeC",1387.682,2,2,50.34719,247.2609,24.65574,34.68531,0,34.44444,7.488372,6.8,978.8877
2011,80,1,"4-Others","College",2992.221,11,3,109.0856,547.1304,54.44809,37.93706,1.142857,85.58923,11.76744,7.933333,2123.002
2011,80,2,"1-WNH","LEHS",432936.4,956.7365,96,9022.771,71271.18,4519.892,6196.958,55.62791,9563.249,651.0345,141.8958,330464
2011,80,2,"1-WNH","SomeC",90317.6,168.2397,22,1529.542,13104.53,994.3762,1256.072,19.25581,2206.511,145.4655,51.04167,70818.87
2011,80,2,"1-WNH","College",69141.98,152.0238,15,977.6871,9874.295,758.7324,951.97,17.11628,1725.239,147.5,52.0625,54469.16
2011,80,2,"2-BNH","LEHS",42317.98,48.62069,15,1833.563,7051.771,530.9769,966.7432,6,448.6606,29,3,31385.05
2011,80,2,"2-BNH","SomeC",5613.463,6.206897,3,211.4063,936.6601,71.61539,117.9965,0,55.56806,8,2,4200.823
2011,80,2,"2-BNH","College",4583.555,5.172414,4,166.0313,737.5683,62.40769,96.2603,0,62.77132,5,1,3443.129
2011,80,2,"3-Hisp","LEHS",25094.33,192.6887,26,1138.828,4642.848,277.9151,437.1446,4,419.8977,35.89743,4,17915.01
2011,80,2,"3-Hisp","SomeC",1824.017,13.18396,1,69.89198,319.5607,22.89937,36.51324,0,30.50104,4.102564,0,1326.392
2011,80,2,"3-Hisp","College",1606.652,9.127358,3,47.27987,278.5914,30.18554,24.34216,0,36.60125,0,2,1175.596
2011,80,2,"4-Others","LEHS",11973.89,59,16,486.5823,2101.788,177.5275,202.0241,0,224.4928,27.69231,9,8669.683
2011,80,2,"4-Others","SomeC",1559.405,6,5,62.00509,270.185,21.00917,27.35743,1,31.61871,3.076923,1,1131.055
2011,80,2,"4-Others","College",1777.701,7,0,70.41257,311.0269,30.4633,32.61847,0,36.88849,9.230769,0,1280.262
2012,18,1,"1-WNH","LEHS",6932.102,10,0,38,33.20755,7.777778,6.5,25.55556,456.8932,1881.117,1452.407,3021.38
2012,18,1,"1-WNH","SomeC",2860.084,5,0,22,19.71698,2.222222,4.333333,20.44444,217.9029,804.4713,716.1591,1047.223
2012,18,1,"1-WNH","College",381.8146,1,0,3,2.075472,0,2.166667,0,49.20388,95.4117,98.4342,130.3974
2012,18,1,"2-BNH","LEHS",3444.728,3,0,20,11.61111,4,6,8,150.7353,388.2588,252.3791,2600.71
2012,18,1,"2-BNH","SomeC",870.7676,0,0,4,6.333333,0,5,3,51.25,153.6858,106.5824,540.9315
2012,18,1,"2-BNH","College",56.50404,0,0,0,1.055556,0,1,0,3.014706,5.055453,7.038462,39.35882
2012,18,1,"3-Hisp","LEHS",2497.005,2,0,9,7,3,7,23.85185,155.2513,647.2019,360.0132,1282.796
2012,18,1,"3-Hisp","SomeC",580.6043,0,0,3,4,0,1,4.148148,35.74866,186.6538,98.92715,247.042
2012,18,1,"3-Hisp","College",26.39111,0,0,0,0,0,0,0,0,10.14423,3.059603,13.16207
2012,18,1,"4-Others","LEHS",539.1541,5,0,3,5,0,0,12,42.68853,109,140.7192,222.2589
2012,18,1,"4-Others","SomeC",238.1601,0,0,0,1,0,0,4,14.22951,67,46.9064,104.5327
2012,18,1,"4-Others","College",51.68582,0,0,0,1,0,0,0,5.081967,12,19.37438,14.20833
2012,18,2,"1-WNH","LEHS",2281.215,4,1,29,11.84615,2,3,12,91.14458,531.8741,244.0588,1351.778
2012,18,2,"1-WNH","SomeC",1265.093,0,0,11,2.153846,4,1,4,64.51807,396.3777,180.7843,600.9028
2012,18,2,"1-WNH","College",225.6925,0,0,2,0,2,0,3,14.33735,67.74822,36.15686,100.3194
2012,18,2,"2-BNH","LEHS",814.2047,2,1,19,7,0,3,4,25,117.0087,32,604.7027
2012,18,2,"2-BNH","SomeC",444.1116,0,1,5,4,1,3,1,14,106.9217,38,269.7748
2012,18,2,"2-BNH","College",49.68372,0,0,2,1,0,1,0,2,8.069565,6,29.52252
2012,18,2,"3-Hisp","LEHS",601.769,3,0,6,3,2,1,2,20,155.6352,58,351.3497
2012,18,2,"3-Hisp","SomeC",267.0034,1,0,2,1,0,0,1,12,82.33607,30,137.4847
2012,18,2,"3-Hisp","College",20.22753,0,0,0,0,0,0,0,2,7.028688,2,9.165645
2012,18,2,"4-Others","LEHS",201.2035,1,0,2.5,1,0,0,2,8,47.58025,44.1,94.82353
2012,18,2,"4-Others","SomeC",112.9204,0,0,2.5,0,0,0,0,8,29.35802,30.45,42.82353
2012,18,2,"4-Others","College",33.87611,0,0,0,0,0,0,0,1,5.061728,9.45,18.35294
2012,25,1,"1-WNH","LEHS",5636.515,37,6,42.6,90.68702,7,26,62.19608,342.6064,960.0263,1141.102,2921.609
2012,25,1,"1-WNH","SomeC",2354.685,24,0,16.22857,33.25191,2,14,29.56863,137.4468,400.0947,547.4071,1150.447
2012,25,1,"1-WNH","College",1001.8,7,0,12.17143,8.061069,0,8,12.23529,89.94681,167.879,239.4906,456.9438
2012,25,1,"2-BNH","LEHS",2208.151,2,0,34,41,1,20,5,81,249.9682,154.2541,1620.333
2012,25,1,"2-BNH","SomeC",630.1779,1,0,5,9,3,4,4,33,104.8254,73.59836,392.4087
2012,25,1,"2-BNH","College",146.6706,0,0,1,2,0,3,0,5,26.20635,18.14754,91.25783
2012,25,1,"3-Hisp","LEHS",1773.505,18,2,17,14,4,8,42,127.0139,416.8,183.1467,941.704
2012,25,1,"3-Hisp","SomeC",373.5312,4,1,4,7,0,2,6,22.60417,83.76863,62.41313,180.5868
2012,25,1,"3-Hisp","College",85.96333,0,0,0,4,0,1,0,5.381945,20.43137,19.44016,35.70925
2012,25,1,"4-Others","LEHS",429.0153,17,0,2,6.75,0,0,11.84615,38.62295,67.8,72.76316,211.5455
2012,25,1,"4-Others","SomeC",182.6907,2,0,0,1.125,0,1.5,1.076923,12.19672,24.65454,51.97368,88.48296
2012,25,1,"4-Others","College",128.294,0,0,2,1.125,0,1.5,1.076923,11.18033,20.54545,33.26316,57.97159
2012,25,2,"1-WNH","LEHS",2108.402,22.66667,2,39,26,5,5,13,72.50349,265.4972,182.4053,1476.467
2012,25,2,"1-WNH","SomeC",1109.313,8.242424,1,9,16,0,2,15,46.32168,162.9187,177.3942,670.7524
2012,25,2,"1-WNH","College",566.2854,3.090909,0,5,4,2,1,3,25.17483,103.5841,90.20045,328.7803
2012,25,2,"2-BNH","LEHS",709.7013,5,0,22,17,1,11,7,14.51852,62.39695,18.45,550.9134
2012,25,2,"2-BNH","SomeC",360.9164,2,0,9,5,4,5,2,10.37037,52.16794,14.35,257.2947
2012,25,2,"2-BNH","College",127.3823,0,0,2,5,0,0,1,3.111111,19.43511,8.2,88.7919
2012,25,2,"3-Hisp","LEHS",488.7395,9,0,14,1,2,0,2,3,80.60606,28,349.4025
2012,25,2,"3-Hisp","SomeC",188.3683,2,0,4,1,0,0,1,4,41.31061,18,116.809
2012,25,2,"3-Hisp","College",49.89216,0,0,0,0,0,0,0,1,11.08333,5,32.7885
2012,25,2,"4-Others","LEHS",160.3468,9,0,5,1,0,1,2.666667,1.333333,24,16,100.0632
2012,25,2,"4-Others","SomeC",103.8142,4,0,1,1,0,0,5.333333,0,19,16,57.76842
2012,25,2,"4-Others","College",67.83901,0,0,0,1,0,0,0,2.666667,13,13,38.16842
2012,30,1,"1-WNH","LEHS",6131.07,92,9.818182,90.72,224.6727,6.666667,59.64835,68.544,381.8843,809.3101,1047.211,3341.017
2012,30,1,"1-WNH","SomeC",2302.061,41,2.181818,30.24,65.1952,1.111111,21.23077,36.288,130.6446,276.1771,500.8399,1197.13
2012,30,1,"1-WNH","College",1179.869,33,0,5.04,44.13213,2.222222,11.12088,21.168,95.47108,131.5129,252.9494,582.8533
2012,30,1,"2-BNH","LEHS",2321.49,10,0,36,90.48333,2,49,12,96.55738,247.0704,131.789,1646.942
2012,30,1,"2-BNH","SomeC",664.007,4,1,14,23.38333,1,10,4,22.36065,83.70141,69.94954,430.5201
2012,30,1,"2-BNH","College",184.5027,0,0,10,8.133333,2,9,2,5.081967,27.22817,19.26147,101.5377
2012,30,1,"3-Hisp","LEHS",1889,66.88,2,24,43,3,19,49.875,143.3735,318.9501,187.4704,1031.713
2012,30,1,"3-Hisp","SomeC",372.722,9.12,0,6,9,0,7,4.071429,24.57831,53.50131,55.43478,203.7076
2012,30,1,"3-Hisp","College",83.27847,0,0,1,2,0,0,3.053571,2.048193,19.54856,12.09486,43.57924
2012,30,1,"4-Others","LEHS",443.1059,19.79167,1,4,20.58824,0,7.7,26.6129,26.19048,51.23457,61.20561,224.9709
2012,30,1,"4-Others","SomeC",140.8,3.125,0,2,8.235294,0,1.1,3.193548,5.238095,20.49383,28.00935,69.14244
2012,30,1,"4-Others","College",120.0941,2.083333,0,0,6.176471,0,2.2,3.193548,12.57143,11.2716,21.78505,60.88663
2012,30,2,"1-WNH","LEHS",2701.115,68.21819,8,50.60241,60.52632,7,15,27.52941,83.58865,247.1688,210.5161,1923.112
2012,30,2,"1-WNH","SomeC",1370.836,33.6,2,24.28916,36.31579,1,9,14.27451,41.29078,143.8442,176.1048,888.9955
2012,30,2,"1-WNH","College",804.0482,10.18182,0,9.108434,18.15789,2,5,10.19608,17.12057,76.98701,115.379,539.8922
2012,30,2,"2-BNH","LEHS",964.4655,12.70588,0,46,23,0,13,9,27,62.63265,15,756.2896
2012,30,2,"2-BNH","SomeC",443.8963,5.294117,0,16,16,1,11,1,8,27.27551,11,347.3479
2012,30,2,"2-BNH","College",186.6382,0,0,5,5,2,7,1,4,9.091837,12,141.3625
2012,30,2,"3-Hisp","LEHS",626.6299,13,3,9.6,12,1,5,7,15.83333,54.26191,33.55,472.2973
2012,30,2,"3-Hisp","SomeC",202.1059,4,0,6.4,6,0,0,1,3.166667,21.5,16.26667,143.9189
2012,30,2,"3-Hisp","College",82.26421,1,0,0,0,0,1,0,0,10.2381,11.18333,58.78378
2012,30,2,"4-Others","LEHS",194.0483,12,1,6.666667,3.5,0,0,6.545455,3,15,18.42857,128.1506
2012,30,2,"4-Others","SomeC",104.2493,5,0,3.333333,3.5,1,0,3.272727,4,7,11.2619,66.14226
2012,30,2,"4-Others","College",86.70242,2,0,0,0,2,0,2.181818,2,12,13.30952,52.70711
2012,35,1,"1-WNH","LEHS",6867.617,166.4077,16,154.528,508.6118,11.55,114.0241,91.51412,352.9572,740.0587,1110.172,3602.196
2012,35,1,"1-WNH","SomeC",2528.947,77.58885,4,50.14486,175.5922,6.3,30.54217,59.33333,111.619,255.7853,488.9203,1268.909
2012,35,1,"1-WNH","College",1367.437,49.00348,1,14.3271,87.79608,3.15,24.43373,27.15254,76.42379,106.156,288.9074,688.8946
2012,35,1,"2-BNH","LEHS",2393.559,16.57143,3,76,148,4,107,22,96.40741,193.4691,111.3333,1616.211
2012,35,1,"2-BNH","SomeC",708.8267,11.39286,1,29,70,1,32,6,29.42963,69.97818,39.47273,419.3193
2012,35,1,"2-BNH","College",236.614,1.035714,0,7,22,1,13,4,11.16296,19.55273,16.19394,141.4694
2012,35,1,"3-Hisp","LEHS",1955.115,104.1322,10.83333,44.86956,77.25,6,38,58.85294,125.4161,234.2897,169.267,1086.578
2012,35,1,"3-Hisp","SomeC",338.287,17.70248,1.083333,2.086957,18.54,2,11,8.117647,12.43796,46.24138,38.51584,180.2477
2012,35,1,"3-Hisp","College",120.5978,4.165289,1.083333,1.043478,7.21,0,2,2.029412,4.145986,17.46897,16.2172,65.17431
2012,35,1,"4-Others","LEHS",500.4046,37.44,2,12.66667,35.86301,3,5.625,25.15625,40.60606,40.2,73.09322,225.2734
2012,35,1,"4-Others","SomeC",192.4633,9.36,0,4.222222,22.15068,0,2.25,6.5625,14.21212,18.55385,30.72034,84.34896
2012,35,1,"4-Others","College",158.132,5.2,0,2.111111,18.9863,0,1.125,3.28125,12.18182,8.246154,21.18644,85.3776
2012,35,2,"1-WNH","LEHS",3369.589,100,7,88.125,155.4382,6,36.57143,28,89.05389,216.6683,247.4311,2396.759
2012,35,2,"1-WNH","SomeC",1675.156,62,3,41.47059,72.13148,4,18.28572,28,45.53892,129.596,183.3194,1087.033
2012,35,2,"1-WNH","College",1127.255,26,0,11.40441,27.43028,7,9.142858,12,34.40718,59.73566,143.2496,796.2081
2012,35,2,"2-BNH","LEHS",1356.572,13,0,51.23457,72.39216,2,50,5,27,43.55844,15.34091,1077.076
2012,35,2,"2-BNH","SomeC",555.0073,8,1,23.5679,22.43137,1,19,3,12,26.33766,10.22727,428.394
2012,35,2,"2-BNH","College",306.4209,4,0,8.197531,9.176471,1,13,1,6,8.103896,19.43182,236.5303
2012,35,2,"3-Hisp","LEHS",753.2248,27.69231,2,23,24,1,10,7,16,52,22,568.6857
2012,35,2,"3-Hisp","SomeC",244.3165,8.205129,1,6,7,1,3,1,14,15,19,168.8762
2012,35,2,"3-Hisp","College",107.4587,4.102564,0,0,1,0,0,1,2,6,9,84.43812
2012,35,2,"4-Others","LEHS",256.0301,18,2,8,9,0,1,11,9,18,16.44444,162.687
2012,35,2,"4-Others","SomeC",112.2044,6,1,2,0,4,1,3,5,10,4.111111,76.73913
2012,35,2,"4-Others","College",140.7655,1,0,0,1,0,0,0,4,5,16.44444,113.5739
2012,40,1,"1-WNH","LEHS",10564.98,448.2166,60.83333,291.4951,1171.351,25,215.6552,271.2771,470.2787,802.692,1273.779,5534.461
2012,40,1,"1-WNH","SomeC",3615.006,174.4191,9.125,89.06796,386.0595,9,82.39655,92.86024,152.0298,285.288,554.612,1779.917
2012,40,1,"1-WNH","College",2392.013,98.36427,3.041667,36.43689,197.5895,3,55.94828,68.86265,126.6915,137.02,425.6088,1239.621
2012,40,1,"2-BNH","LEHS",3191.301,63.05618,5,127.027,369.0455,7,130.9254,32,114.0621,167.6295,110.3351,2065.234
2012,40,1,"2-BNH","SomeC",980.7613,24.80899,2,43.6973,103.4139,1,46.68657,5,27.74483,64.00398,50.05946,612.4136
2012,40,1,"2-BNH","College",393.9374,4.134831,0,17.27567,39.54059,1,26.38806,2,7.193103,23.36653,28.60541,244.352
2012,40,1,"3-Hisp","LEHS",2490.148,190.6304,31,82.09804,187.556,11,49.41177,61.76624,127.3268,191.9167,157.5321,1399.878
2012,40,1,"3-Hisp","SomeC",491.4496,41.21739,0,16.62745,43.04564,0,15.44118,14.90909,27.35948,39.8125,47.05505,246.1324
2012,40,1,"3-Hisp","College",197.4023,5.152174,0,7.27451,16.39834,0,5.147059,5.324676,6.313725,13.27083,18.41284,119.9895
2012,40,1,"4-Others","LEHS",734.5624,61.5,5,26.56522,70.09231,2,19.57576,33.46154,40.36842,44.26471,65.39216,366.2259
2012,40,1,"4-Others","SomeC",249.4342,19.475,3,11.23913,28.86154,1,13.81818,8.076923,11.38597,20.58824,19.16667,112.6039
2012,40,1,"4-Others","College",260.0034,1.025,0,9.195652,35.04615,0,4.606061,3.461539,7.245614,5.147059,30.44118,164.1702
2012,40,2,"1-WNH","LEHS",5811.461,263.9795,35,175.6629,447.0503,16.57143,66,87.95139,154.023,244.7252,295.7171,4024.455
2012,40,2,"1-WNH","SomeC",2795.065,120.3584,9,71.26894,157.1265,4.142857,49.5,42.42361,65.71648,143.5991,234.9533,1896.967
2012,40,2,"1-WNH","College",1825.473,58.6621,3,18.06818,60.82317,8.285714,16.5,18.625,48.26054,60.67567,185.3296,1347.578
2012,40,2,"2-BNH","LEHS",2037.772,32.59259,4,90.48333,116.2994,11,84.76744,10,34,46,22.72131,1585.87
2012,40,2,"2-BNH","SomeC",914.1501,20.37037,1,19.31667,46.51978,2,35.58139,6,17,29,22.72131,714.6579
2012,40,2,"2-BNH","College",427.0779,2.037037,0,12.2,16.18079,4,14.65116,2,9,14,17.55738,335.4724
2012,40,2,"3-Hisp","LEHS",1171.573,58,12,40,52,1.333333,18.61905,9.692307,21,72.76596,26,859.8104
2012,40,2,"3-Hisp","SomeC",308.575,14,1,7,4,2.666667,3.285714,4.307693,7,16.17021,14,235.6892
2012,40,2,"3-Hisp","College",159.8519,4,0,2,4,0,1.095238,0,1,6.06383,10,131.5004
2012,40,2,"4-Others","LEHS",408.5823,32.29167,4,8.4,25.875,2,5.555555,20.46154,15,14.48276,13.81818,266.7737
2012,40,2,"4-Others","SomeC",166.185,11.45833,1,2.4,5.625,0,2.222222,5.384615,3,10.34483,9.212121,115.5319
2012,40,2,"4-Others","College",203.2327,6.25,0,1.2,4.5,1,2.222222,2.153846,5,5.172414,14.9697,160.6944
2012,45,1,"1-WNH","LEHS",18986.42,1069.16,200.5522,587.5612,2803.445,52.11267,365.2899,465.9467,769.7289,933.828,1557.57,10182.41
2012,45,1,"1-WNH","SomeC",5567.507,335.9922,29.09565,153.3216,793.1201,13.5493,131.7101,171.122,221.2456,291.8212,574.8052,2851.728
2012,45,1,"1-WNH","College",3612.075,191.8474,9.352174,75.11728,442.4346,8.338028,71,97.93127,178.0255,143.3508,505.6252,1887.865
2012,45,1,"2-BNH","LEHS",5262.237,124.1379,32,233.0667,690.0999,32.74419,256.4082,58.725,148.8,194.5902,99.13043,3392.632
2012,45,1,"2-BNH","SomeC",1313.001,21.72414,6,55.2,176.1086,7.162791,65.11953,19.2375,27.9,65.20301,31.30435,837.9269
2012,45,1,"2-BNH","College",514.7618,4.137931,2,33.73333,76.79153,4.093023,27.4723,3.0375,9.3,11.20677,13.56522,329.4413
2012,45,1,"3-Hisp","LEHS",3533.151,376.3233,92.12281,126.9172,347.8211,16,75.35484,98.42342,153.1628,180.9179,132.0856,1934.259
2012,45,1,"3-Hisp","SomeC",598.8042,54.34642,20.70175,25.79618,77.40826,3,15.48387,12.43243,15.52326,24.81159,34.54546,314.6641
2012,45,1,"3-Hisp","College",251.0451,13.33025,5.175438,9.286624,24.77064,0,5.16129,4.144144,9.313953,8.270532,23.36898,148.0772
2012,45,1,"4-Others","LEHS",1012.921,67.13725,6.545455,52.48,134.6126,6,13.5,44.46,48.88889,40.80882,46.48544,551.3406
2012,45,1,"4-Others","SomeC",338.005,25.17647,5.454545,18.58667,41.25225,1,6,7.98,13.33333,17.64706,22.13592,179.4304
2012,45,1,"4-Others","College",397.0739,14.68627,0,10.93333,65.13513,1,7.5,4.56,17.77778,16.54412,45.37864,214.229
2012,45,2,"1-WNH","LEHS",10717.78,541.6147,89.49152,293.9467,924.4619,38.71698,149.65,144.1931,243.7714,256.6452,465.8801,7570.057
2012,45,2,"1-WNH","SomeC",4520.182,237.0842,23.38983,120.8,292.8483,7.132075,61.5,70.06564,113.1429,148.9548,269.9872,3174.834
2012,45,2,"1-WNH","College",2860.039,107.301,7.118644,38.25333,134.6898,8.150944,34.85,48.74131,75.08572,62.4,212.1328,2131.109
2012,45,2,"2-BNH","LEHS",3413.677,81.09734,16,169.8305,318.8874,16,120.5455,27.44444,46.95652,58,24.54545,2534.741
2012,45,2,"2-BNH","SomeC",1479.565,22.58407,2,47.79661,115.4945,10,54.60606,9.5,19.82609,25,14.31818,1158.246
2012,45,2,"2-BNH","College",587.7584,12.31858,0,22.37288,28.6181,2,28.84848,1.055556,5.217391,10,6.136364,471.0132
2012,45,2,"3-Hisp","LEHS",1713.468,102.3465,21.91304,58.54054,90.27586,7,23.74194,12,22,47,38.59375,1290.455
2012,45,2,"3-Hisp","SomeC",461.9445,25.32283,2.086957,15.40541,21.5431,0,4.129032,2,3,13,15.23438,360.1507
2012,45,2,"3-Hisp","College",208.5873,6.330709,0,2.054054,7.181035,0,4.129032,0,5,5,11.17188,167.394
2012,45,2,"4-Others","LEHS",615.6265,58.40741,6.75,25.625,41.01724,1,4.666667,17.14286,20.34783,18,13.76471,409.3858
2012,45,2,"4-Others","SomeC",251.943,18.44444,2.25,13.325,13.67241,1,2.333333,4.571429,3.391304,7,8.470589,177.2598
2012,45,2,"4-Others","College",261.4305,6.148148,0,2.05,6.310345,2,0,2.285714,2.26087,9,13.76471,217.3543
2012,50,1,"1-WNH","LEHS",32508.15,1896.668,532.8261,897.6879,5315.423,82.67442,654.9918,680.8898,1008.606,1141.325,1792.118,18505.81
2012,50,1,"1-WNH","SomeC",9278.085,531.067,104.2935,296.1655,1556.754,31.39535,207.2231,211.5996,274.1443,297.1132,713.1689,5054.871
2012,50,1,"1-WNH","College",6254.762,295.265,27.88043,151.1465,1020.823,20.93023,145.7851,143.5106,234.2502,190.5623,597.7132,3426.318
2012,50,1,"2-BNH","LEHS",8641.945,228.458,87.22916,343.6807,1206.851,53.25,390.7222,119.6,195.0795,207.7555,84.22963,5726.086
2012,50,1,"2-BNH","SomeC",2033.942,52.24825,17.66667,101.6807,290.2164,13.57353,96.38506,23.92,34.24268,51.18613,35.51852,1316.743
2012,50,1,"2-BNH","College",811.1128,12.29371,1.104167,38.63866,136.9331,4.176471,53.89272,12.48,18.67782,16.05839,17.25185,499.1709
2012,50,1,"3-Hisp","LEHS",4536.867,523.5673,136.1509,216.1314,549.4,21,95,90.09524,158.6348,157.7486,110.0506,2479.691
2012,50,1,"3-Hisp","SomeC",848.2148,69.94613,22.69182,49.40146,131.2,2,14,14.66667,17.85955,16.71508,31.58861,477.7766
2012,50,1,"3-Hisp","College",400.9181,17.48653,5.157233,16.46715,57.4,2,11,5.238095,10.50562,12.53631,19.36076,243.5319
2012,50,1,"4-Others","LEHS",1505.345,104.104,19.63636,53.28,241.3811,11.91667,25.26316,53.22807,52.36923,45.73684,48.30864,851.758
2012,50,1,"4-Others","SomeC",503.2695,26.312,2.181818,32.19,98.7468,1.083333,8.842105,18.17544,11.38461,21.82895,19.09877,263.1899
2012,50,1,"4-Others","College",504.3854,12.584,2.181818,25.53,88.87212,0,13.89474,2.596491,10.24615,11.43421,23.59259,312.0522
2012,50,2,"1-WNH","LEHS",17852.11,822.5961,190.2433,492.4542,1646.674,66.36842,214.1393,182.2367,342.0344,312.8283,518.8015,13064.61
2012,50,2,"1-WNH","SomeC",7373.985,342.5774,61.36882,198.6029,564.5449,16.33684,112.7049,90.60355,163.8488,155.908,321.8397,5345.675
2012,50,2,"1-WNH","College",4610.904,152.8265,17.38783,71.94289,233.7808,14.29474,48.15574,75.15976,90.11684,103.2637,223.3588,3579.72
2012,50,2,"2-BNH","LEHS",5288.856,125.7485,40.8,216.9736,516.485,25.2973,230.9478,27,56.71875,67.26923,16.82051,3964.584
2012,50,2,"2-BNH","SomeC",2209.282,37.22156,7.14,96.20528,205.9791,11.59459,79.35652,12,25.78125,31.59615,9.461538,1693.017
2012,50,2,"2-BNH","College",965.8619,5.02994,3.06,35.82111,63.53585,2.108108,40.69565,6,16.5,7.134615,14.71795,771.3988
2012,50,2,"3-Hisp","LEHS",2302.113,155.4783,47.64286,123.0769,176.6071,4,39.58333,14,40.5,55,22.55,1624.625
2012,50,2,"3-Hisp","SomeC",618.6609,28.17391,8.285714,24.61539,35.9375,4,8.333333,5,8.307693,21,8.2,466.2144
2012,50,2,"3-Hisp","College",304.226,8.347826,2.071429,12.30769,17.45536,1,2.083333,1,5.192307,8,10.25,236.161
2012,50,2,"4-Others","LEHS",884.3409,67.82609,9.692307,39.59649,60.19753,0,9.545455,10.71429,26.02632,26.61905,24.68293,610.847
2012,50,2,"4-Others","SomeC",356.9136,19.82609,4.307693,16.05263,18.17284,0,2.727273,1.071429,10.18421,6.142857,7.512195,270.7878
2012,50,2,"4-Others","College",389.7455,8.347826,0,5.350877,13.62963,1,2.727273,3.214286,6.789474,10.2381,11.80488,325.3652
2012,55,1,"1-WNH","LEHS",41557.33,2089.822,751.3243,1317.159,7103.878,151.992,768.9393,689.9757,981.4681,895.6841,1417.822,25390.36
2012,55,1,"1-WNH","SomeC",14504.3,702.4611,248.7214,512.7403,2461.486,68.34538,342.3219,240.1748,363.9267,317.3281,719.1852,8527.503
2012,55,1,"1-WNH","College",10162.37,397.717,62.95437,310.1004,1763.636,33.66265,210.7387,154.8495,286.6052,215.9878,636.9926,6088.138
2012,55,1,"2-BNH","LEHS",11154.55,289.5807,143.3118,479.1758,1660.906,65.54217,410.9883,125.8365,223.2692,198.2969,61.36,7496.064
2012,55,1,"2-BNH","SomeC",2947.672,67.77419,35.82796,125.2747,499.2969,9.216867,142.8624,24.75472,43.61538,44.51563,27.04,1927.383
2012,55,1,"2-BNH","College",1255.776,24.64516,16.86021,60.54945,194.7976,10.24096,63.14933,13.4088,30.11539,16.1875,15.6,810.5526
2012,55,1,"3-Hisp","LEHS",5363.961,511.7442,156.5052,284.6496,781.6378,23.85185,93.82946,80.85,135.977,130.2,90.12904,3074.615
2012,55,1,"3-Hisp","SomeC",1105.383,87.90697,32.13021,60.849,176.9353,2.074074,33.73643,16.8,28.24138,28.35,30.72581,607.6765
2012,55,1,"3-Hisp","College",510.6558,30.34884,10.36458,16.50142,87.42686,2.074074,8.434109,7.35,17.78161,9.45,6.145161,314.7081
2012,55,1,"4-Others","LEHS",1792.145,98.05714,25.45455,78.93333,274.4722,5.142857,26.97674,51.49254,62.56944,31.8,50.7766,1085.43
2012,55,1,"4-Others","SomeC",650.2471,40.11428,10.18182,36.26667,132.1111,2.571429,20.23256,13.43284,14.16667,8.48,24.79787,349.4114
2012,55,1,"4-Others","College",738.6083,17.82857,6.363636,28.8,126.4167,1.285714,10.7907,10.07463,8.263889,12.72,35.42553,480.1589
